customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,churn,satisfaction_score,account_creation_date,last_activity_date,customer_segment,risk_tier
CUS0006713,71,Month-to-Month,DSL,Bank Transfer (Automatic),77.92,5549.28,1,1,1,0,0,1,0,10.0,2019-02-01,2024-12-17,Loyal,Medium
CUS0006714,64,One Year,No Internet,Electronic Check,39.5,2515.35,1,0,0,0,1,1,1,5.7,2019-09-02,2024-12-29,Loyal,Medium
CUS0006715,61,Month-to-Month,No Internet,Bank Transfer (Automatic),41.56,2556.67,0,0,0,0,0,0,0,7.0,2019-12-03,2024-12-04,Loyal,Medium
CUS0006716,51,Month-to-Month,No Internet,Credit Card (Automatic),37.35,1853.36,1,0,1,1,1,0,0,10.0,2020-10-02,2024-12-19,Established,Medium
CUS0006717,64,Two Year,No Internet,Credit Card (Automatic),64.69,4019.07,1,0,0,1,0,0,0,9.4,2019-09-02,2024-12-18,Loyal,Low
CUS0006718,57,One Year,Fiber Optic,Electronic Check,132.09,7861.89,0,1,0,0,0,1,0,10.0,2020-04-02,2024-12-31,Established,High
CUS0006719,62,One Year,DSL,Electronic Check,63.11,3893.42,0,0,0,0,1,1,1,7.0,2019-11-02,2024-12-30,Loyal,Medium
CUS0006720,61,Two Year,Fiber Optic,Electronic Check,81.02,5103.92,0,1,0,1,1,1,0,9.0,2019-12-03,2024-12-24,Loyal,Medium
CUS0006721,69,Month-to-Month,DSL,Mailed Check,68.43,4918.48,0,1,1,0,0,0,0,7.2,2019-04-03,2024-12-12,Loyal,Medium
CUS0006722,55,One Year,No Internet,Electronic Check,44.66,2484.52,0,1,0,0,0,0,0,8.3,2020-06-02,2024-12-22,Established,Medium
CUS0006723,63,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),107.36,6627.59,0,1,0,0,1,1,0,8.1,2019-10-03,2025-01-01,Loyal,High
CUS0006724,55,Month-to-Month,DSL,Credit Card (Automatic),45.46,2545.26,0,0,0,1,1,0,0,7.8,2020-06-02,2024-12-10,Established,Medium
CUS0006725,54,Month-to-Month,DSL,Mailed Check,79.35,4255.3,0,1,0,0,1,1,0,8.7,2020-07-03,2024-12-05,Established,Medium
CUS0006726,50,Month-to-Month,Fiber Optic,Credit Card (Automatic),141.54,7411.79,0,1,1,0,0,1,0,9.9,2020-11-01,2024-12-11,Established,High
CUS0006727,57,Month-to-Month,Fiber Optic,Mailed Check,87.12,5120.42,0,0,1,1,1,1,1,4.2,2020-04-02,2024-12-16,Established,High
CUS0006728,70,Month-to-Month,Fiber Optic,Credit Card (Automatic),110.3,7964.17,0,0,0,1,0,1,0,6.6,2019-03-04,2024-12-08,Loyal,High
CUS0006729,72,Month-to-Month,Fiber Optic,Mailed Check,67.88,4930.71,1,0,1,1,1,1,0,8.7,2019-01-02,2024-12-09,Loyal,Medium
CUS0006730,65,Month-to-Month,DSL,Electronic Check,88.34,5459.83,0,1,0,0,1,0,1,6.1,2019-08-03,2024-12-14,Loyal,High
CUS0006731,53,Month-to-Month,DSL,Bank Transfer (Automatic),64.79,3547.81,0,0,1,0,0,0,0,7.1,2020-08-02,2024-12-09,Established,Medium
CUS0006732,60,Month-to-Month,Fiber Optic,Credit Card (Automatic),69.51,3972.65,0,1,0,1,0,1,0,8.1,2020-01-02,2024-12-14,Established,Medium
CUS0006733,49,Month-to-Month,No Internet,Electronic Check,48.31,2277.79,1,1,1,0,0,1,0,5.6,2020-12-02,2024-12-25,Established,Medium
CUS0006734,58,Month-to-Month,DSL,Mailed Check,62.84,3768.16,1,0,1,1,0,0,1,4.4,2020-03-03,2024-12-02,Established,Medium
CUS0006735,59,One Year,DSL,Bank Transfer (Automatic),61.51,3527.04,0,0,0,0,0,0,0,8.1,2020-02-02,2024-12-11,Established,Medium
CUS0006736,64,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),91.74,6071.65,0,0,0,1,0,1,0,9.4,2019-09-02,2024-12-05,Loyal,High
CUS0006737,62,Two Year,DSL,Electronic Check,75.02,4528.61,0,1,0,0,0,0,1,7.5,2019-11-02,2024-12-22,Loyal,Medium
CUS0006738,56,Two Year,Fiber Optic,Bank Transfer (Automatic),69.16,3977.8,0,0,1,1,0,1,0,8.9,2020-05-03,2024-12-16,Established,Low
CUS0006739,72,Month-to-Month,DSL,Electronic Check,52.08,3765.58,0,1,0,0,1,0,0,9.0,2019-01-02,2024-12-16,Loyal,High
CUS0006740,65,One Year,DSL,Electronic Check,57.49,3800.75,0,0,1,0,1,0,0,9.8,2019-08-03,2024-12-10,Loyal,Medium
CUS0006741,66,Month-to-Month,Fiber Optic,Mailed Check,78.89,5382.77,0,1,1,0,0,1,0,5.6,2019-07-03,2024-12-10,Loyal,Medium
CUS0006742,60,Month-to-Month,No Internet,Mailed Check,42.89,2697.96,1,1,0,0,0,1,0,8.8,2020-01-02,2024-12-13,Established,Medium
CUS0006743,65,Two Year,DSL,Electronic Check,53.79,3351.49,0,0,0,0,1,1,0,7.3,2019-08-03,2024-12-29,Loyal,Medium
CUS0006744,62,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),123.95,7827.37,1,0,0,1,0,0,1,6.3,2019-11-02,2024-12-19,Loyal,Medium
CUS0006745,64,Two Year,No Internet,Bank Transfer (Automatic),71.5,4785.91,0,1,1,0,0,0,0,7.8,2019-09-02,2024-12-11,Loyal,Low
CUS0006746,62,One Year,Fiber Optic,Bank Transfer (Automatic),103.7,6348.26,0,1,0,1,1,0,0,6.9,2019-11-02,2024-12-09,Loyal,Medium
CUS0006747,57,Month-to-Month,DSL,Bank Transfer (Automatic),70.42,3947.21,0,1,1,0,0,1,0,10.0,2020-04-02,2024-12-25,Established,Medium
CUS0006748,52,Month-to-Month,DSL,Bank Transfer (Automatic),52.86,2798.19,0,0,0,0,0,1,1,6.5,2020-09-02,2024-12-17,Established,Medium
CUS0006749,71,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),117.45,8257.19,1,0,1,0,1,1,1,6.9,2019-02-01,2024-12-21,Loyal,High
CUS0006750,59,Month-to-Month,No Internet,Credit Card (Automatic),53.89,3088.72,0,0,0,0,1,0,0,9.6,2020-02-02,2024-12-11,Established,Medium
CUS0006751,78,Month-to-Month,DSL,Bank Transfer (Automatic),47.9,3609.72,1,0,0,1,1,0,0,10.0,2018-07-03,2024-12-11,Loyal,Medium
CUS0006752,87,One Year,Fiber Optic,Electronic Check,89.3,7530.3,0,1,0,0,0,1,0,8.4,2017-10-02,2024-12-12,Loyal,High
CUS0006753,77,Month-to-Month,No Internet,Bank Transfer (Automatic),42.32,3325.22,1,1,1,1,1,1,0,9.2,2018-08-03,2024-12-20,Loyal,Medium
CUS0006754,83,Month-to-Month,DSL,Credit Card (Automatic),91.39,7902.97,0,0,1,0,1,0,0,10.0,2018-02-01,2024-12-28,Loyal,High
CUS0006755,97,Month-to-Month,DSL,Credit Card (Automatic),38.52,3850.78,1,1,0,1,1,1,0,8.2,2016-12-02,2024-12-06,Loyal,Medium
CUS0006756,90,Two Year,No Internet,Credit Card (Automatic),33.1,2963.57,1,1,1,0,0,1,0,9.2,2017-07-03,2024-12-06,Loyal,Low
CUS0006757,85,Month-to-Month,Fiber Optic,Credit Card (Automatic),81.4,6938.79,1,0,0,0,1,1,0,7.4,2017-12-02,2024-12-15,Loyal,High
CUS0006758,83,Month-to-Month,Fiber Optic,Electronic Check,61.12,5133.92,0,1,1,0,1,0,0,8.4,2018-02-01,2024-12-04,Loyal,High
CUS0006759,86,Two Year,Fiber Optic,Bank Transfer (Automatic),98.89,8572.53,0,0,1,0,0,1,0,8.7,2017-11-02,2024-12-13,Loyal,Medium
CUS0006760,100,Month-to-Month,No Internet,Credit Card (Automatic),61.68,6456.95,0,0,0,1,1,1,0,10.0,2016-09-01,2024-12-31,Loyal,Medium
CUS0006761,90,Month-to-Month,Fiber Optic,Credit Card (Automatic),103.84,9706.99,1,0,0,1,1,1,0,8.4,2017-07-03,2025-01-01,Loyal,Medium
CUS0006762,99,Two Year,Fiber Optic,Bank Transfer (Automatic),68.43,6465.34,0,0,1,0,1,1,0,10.0,2016-10-02,2024-12-12,Loyal,Low
CUS0006763,100,One Year,Fiber Optic,Bank Transfer (Automatic),62.45,6454.69,0,0,0,1,0,1,0,9.7,2016-09-01,2024-12-03,Loyal,Medium
CUS0006764,97,Month-to-Month,Fiber Optic,Credit Card (Automatic),80.28,7486.62,0,1,1,1,1,0,1,8.0,2016-12-02,2024-12-27,Loyal,Medium
CUS0006765,100,Month-to-Month,DSL,Electronic Check,54.74,5578.12,0,1,1,0,0,0,0,10.0,2016-09-01,2024-12-16,Loyal,High
CUS0006766,91,One Year,No Internet,Electronic Check,47.29,4211.15,0,1,1,1,1,0,1,6.7,2017-06-02,2024-12-05,Loyal,Medium
CUS0006767,96,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),114.28,11270.81,1,1,1,1,1,0,0,7.0,2017-01-01,2024-12-17,Loyal,Medium
CUS0006768,99,Two Year,Fiber Optic,Electronic Check,89.03,8380.86,1,1,1,1,0,1,0,9.8,2016-10-02,2024-12-05,Loyal,Medium
CUS0006769,87,Month-to-Month,DSL,Bank Transfer (Automatic),53.16,4570.47,0,1,1,1,1,1,0,10.0,2017-10-02,2024-12-17,Loyal,Medium
CUS0006770,81,Month-to-Month,Fiber Optic,Electronic Check,80.83,6233.96,0,0,1,0,1,1,1,10.0,2018-04-03,2024-12-05,Loyal,High
CUS0006771,80,Month-to-Month,No Internet,Credit Card (Automatic),36.5,3052.43,1,0,0,1,0,1,0,7.2,2018-05-03,2024-12-27,Loyal,Medium
CUS0006772,92,One Year,DSL,Electronic Check,82.57,7228.29,0,1,0,1,0,0,0,10.0,2017-05-03,2024-12-30,Loyal,Medium
CUS0006773,100,Two Year,Fiber Optic,Credit Card (Automatic),94.43,9117.49,0,0,0,0,1,1,0,10.0,2016-09-01,2024-12-08,Loyal,Medium
CUS0006774,73,One Year,No Internet,Credit Card (Automatic),53.34,3909.11,1,0,0,0,1,0,0,6.0,2018-12-02,2024-12-17,Loyal,Medium
CUS0006775,76,Two Year,Fiber Optic,Bank Transfer (Automatic),89.9,6932.26,1,0,1,0,1,0,1,8.3,2018-09-02,2024-12-22,Loyal,Medium
CUS0006776,86,Month-to-Month,Fiber Optic,Electronic Check,93.88,8258.56,0,1,1,0,1,1,0,8.7,2017-11-02,2024-12-25,Loyal,High
CUS0006777,97,Month-to-Month,Fiber Optic,Credit Card (Automatic),68.33,6460.26,0,0,1,1,0,1,0,7.1,2016-12-02,2024-12-22,Loyal,Medium
CUS0006778,74,Two Year,No Internet,Electronic Check,29.38,2130.85,0,1,1,1,1,1,0,8.4,2018-11-02,2024-12-24,Loyal,Low
CUS0006779,88,Two Year,DSL,Electronic Check,41.73,3576.73,0,1,0,0,1,0,0,10.0,2017-09-02,2024-12-31,Loyal,Medium
CUS0006780,75,Two Year,Fiber Optic,Electronic Check,80.74,5900.52,0,0,0,0,0,1,0,10.0,2018-10-02,2024-12-16,Loyal,Medium
CUS0006781,98,One Year,No Internet,Electronic Check,45.55,4589.69,0,0,1,0,1,0,1,8.6,2016-11-01,2024-12-25,Loyal,Medium
CUS0006782,80,Month-to-Month,DSL,Credit Card (Automatic),80.1,6695.08,1,0,0,1,0,0,0,9.8,2018-05-03,2024-12-15,Loyal,Medium
CUS0006783,78,Month-to-Month,Fiber Optic,Credit Card (Automatic),101.83,8018.83,0,0,1,1,0,0,0,8.4,2018-07-03,2024-12-12,Loyal,High
CUS0006784,88,Two Year,DSL,Bank Transfer (Automatic),57.23,4863.71,1,0,0,1,1,1,0,10.0,2017-09-02,2024-12-20,Loyal,Low
CUS0006785,96,Month-to-Month,DSL,Mailed Check,49.74,4567.53,0,1,1,0,1,1,0,6.9,2017-01-01,2024-12-20,Loyal,Medium
CUS0006786,88,Month-to-Month,DSL,Electronic Check,41.72,3575.6,1,0,0,1,0,0,0,10.0,2017-09-02,2024-12-06,Loyal,Medium
CUS0006787,79,One Year,Fiber Optic,Credit Card (Automatic),102.41,7829.71,1,0,1,1,1,1,0,9.9,2018-06-03,2024-12-25,Loyal,Medium
CUS0006788,85,Month-to-Month,Fiber Optic,Credit Card (Automatic),85.83,7352.84,0,1,1,0,1,1,0,9.9,2017-12-02,2024-12-30,Loyal,High
CUS0006789,85,Two Year,DSL,Credit Card (Automatic),61.83,5359.57,0,0,0,1,0,1,0,10.0,2017-12-02,2024-12-18,Loyal,Low
CUS0006790,77,Month-to-Month,No Internet,Electronic Check,60.89,4456.26,0,0,0,0,1,0,0,8.5,2018-08-03,2024-12-18,Loyal,High
CUS0006791,97,One Year,DSL,Credit Card (Automatic),61.78,5956.48,0,0,0,1,0,1,0,10.0,2016-12-02,2024-12-07,Loyal,Medium
CUS0006792,92,One Year,No Internet,Electronic Check,47.77,4448.89,0,0,0,1,0,0,0,7.5,2017-05-03,2024-12-14,Loyal,Medium
CUS0006793,94,One Year,DSL,Bank Transfer (Automatic),46.62,4247.69,0,0,0,1,1,0,0,7.9,2017-03-03,2024-12-18,Loyal,Medium
CUS0006794,90,Month-to-Month,No Internet,Bank Transfer (Automatic),46.84,4384.63,0,1,0,1,0,1,0,8.5,2017-07-03,2024-12-30,Loyal,Medium
CUS0006795,87,Month-to-Month,Fiber Optic,Credit Card (Automatic),102.1,8926.24,1,0,1,0,1,0,0,9.9,2017-10-02,2024-12-05,Loyal,High
CUS0006796,90,Month-to-Month,Fiber Optic,Electronic Check,69.72,6177.79,0,0,0,0,0,1,0,8.8,2017-07-03,2024-12-17,Loyal,High
CUS0006797,74,Month-to-Month,DSL,Electronic Check,71.83,5059.58,0,0,1,0,0,0,0,8.8,2018-11-02,2024-12-18,Loyal,High
CUS0006798,82,One Year,Fiber Optic,Electronic Check,114.11,9342.34,0,1,0,0,0,1,1,5.6,2018-03-03,2024-12-22,Loyal,High
CUS0006799,95,Month-to-Month,DSL,Electronic Check,90.23,8431.23,0,0,0,0,0,0,0,6.9,2017-02-01,2024-12-29,Loyal,High
CUS0006800,85,Month-to-Month,No Internet,Electronic Check,29.74,2646.6,0,0,0,1,0,1,1,6.5,2017-12-02,2024-12-17,Loyal,High
CUS0006801,90,Month-to-Month,Fiber Optic,Mailed Check,113.86,10123.16,1,1,1,0,0,1,0,7.6,2017-07-03,2024-12-09,Loyal,Medium
CUS0006802,87,One Year,No Internet,Electronic Check,47.74,4328.24,1,0,0,1,0,0,0,10.0,2017-10-02,2024-12-12,Loyal,Medium
CUS0006803,84,Month-to-Month,DSL,Electronic Check,43.41,3714.28,0,0,0,0,0,1,0,7.8,2018-01-02,2025-01-01,Loyal,High
CUS0006804,87,Two Year,DSL,Credit Card (Automatic),39.49,3289.26,0,1,0,1,0,0,0,10.0,2017-10-02,2024-12-29,Loyal,Low
CUS0006805,85,One Year,DSL,Credit Card (Automatic),73.66,6532.03,0,0,1,1,0,1,0,8.8,2017-12-02,2024-12-20,Loyal,Medium
CUS0006806,90,One Year,Fiber Optic,Credit Card (Automatic),72.27,6288.65,1,1,1,1,0,0,0,8.3,2017-07-03,2024-12-19,Loyal,Low
CUS0006807,87,Two Year,Fiber Optic,Credit Card (Automatic),110.7,9580.84,0,0,0,0,0,0,0,7.5,2017-10-02,2024-12-31,Loyal,Medium
CUS0006808,97,Month-to-Month,DSL,Electronic Check,65.91,6663.71,1,0,0,0,0,1,0,9.6,2016-12-02,2024-12-15,Loyal,High
CUS0006809,95,Two Year,No Internet,Credit Card (Automatic),26.57,2607.07,0,1,0,1,0,1,0,9.7,2017-02-01,2024-12-15,Loyal,Low
CUS0006810,83,Month-to-Month,DSL,Bank Transfer (Automatic),51.83,4296.55,1,1,1,0,1,1,0,10.0,2018-02-01,2025-01-01,Loyal,Medium
CUS0006811,91,Two Year,Fiber Optic,Credit Card (Automatic),80.85,7141.72,1,0,1,0,0,0,0,8.9,2017-06-02,2024-12-06,Loyal,Medium
CUS0006812,75,Two Year,Fiber Optic,Mailed Check,101.14,7592.52,0,0,0,0,1,0,0,9.3,2018-10-02,2024-12-30,Loyal,Medium
CUS0006813,79,Month-to-Month,No Internet,Credit Card (Automatic),46.45,3687.03,0,0,0,0,0,1,0,10.0,2018-06-03,2024-12-07,Loyal,Medium
CUS0006814,93,Month-to-Month,DSL,Credit Card (Automatic),47.72,4658.5,1,1,0,0,0,1,0,8.5,2017-04-03,2024-12-13,Loyal,Medium
CUS0006815,98,Month-to-Month,No Internet,Electronic Check,31.99,3236.6,0,1,1,1,0,1,0,7.5,2016-11-01,2024-12-02,Loyal,Medium
CUS0006816,86,One Year,DSL,Bank Transfer (Automatic),67.25,5992.47,1,0,1,0,1,1,0,10.0,2017-11-02,2024-12-13,Loyal,Medium
CUS0006817,86,Month-to-Month,DSL,Mailed Check,53.12,4790.43,1,1,1,0,0,1,0,8.6,2017-11-02,2024-12-12,Loyal,Medium
CUS0006818,94,Month-to-Month,DSL,Bank Transfer (Automatic),42.77,4029.76,0,0,0,1,1,1,0,9.8,2017-03-03,2024-12-23,Loyal,Medium
CUS0006819,85,Month-to-Month,Fiber Optic,Electronic Check,79.27,6795.38,1,1,1,0,1,0,1,4.4,2017-12-02,2024-12-04,Loyal,Medium
CUS0006820,84,Month-to-Month,DSL,Credit Card (Automatic),41.64,3481.83,0,1,0,0,1,1,0,7.3,2018-01-02,2024-12-16,Loyal,Medium
CUS0006821,96,Two Year,DSL,Electronic Check,48.52,4483.46,0,1,1,0,0,0,0,9.0,2017-01-01,2024-12-15,Loyal,Medium
CUS0006822,81,One Year,DSL,Credit Card (Automatic),48.62,3948.17,1,0,1,0,0,0,0,10.0,2018-04-03,2024-12-26,Loyal,Medium
CUS0006823,73,Month-to-Month,No Internet,Mailed Check,25.37,1867.31,0,0,1,0,1,1,0,9.7,2018-12-02,2024-12-12,Loyal,Medium
CUS0006824,91,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),77.16,6837.08,0,0,0,1,1,1,0,10.0,2017-06-02,2024-12-11,Loyal,Medium
CUS0006825,83,Month-to-Month,DSL,Bank Transfer (Automatic),52.84,4509.76,1,0,1,1,0,1,0,6.7,2018-02-01,2024-12-18,Loyal,Medium
CUS0006826,95,Month-to-Month,Fiber Optic,Electronic Check,71.71,6556.63,0,1,1,0,0,0,0,10.0,2017-02-01,2024-12-02,Loyal,High
CUS0006827,94,Two Year,Fiber Optic,Mailed Check,97.72,9187.52,1,0,0,0,1,0,0,7.1,2017-03-03,2024-12-22,Loyal,Medium
CUS0006828,95,Month-to-Month,DSL,Bank Transfer (Automatic),38.2,3688.05,1,0,1,0,0,1,0,8.1,2017-02-01,2024-12-21,Loyal,Medium
CUS0006829,96,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),108.12,9917.56,0,0,1,1,1,1,1,5.4,2017-01-01,2024-12-06,Loyal,High
CUS0006830,94,Two Year,DSL,Credit Card (Automatic),71.16,6892.42,1,0,0,0,1,0,0,9.6,2017-03-03,2024-12-31,Loyal,Low
CUS0006831,91,Two Year,Fiber Optic,Electronic Check,77.79,6940.25,0,0,0,0,0,0,1,7.6,2017-06-02,2024-12-06,Loyal,Medium
CUS0006832,90,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),65.09,5985.66,0,0,0,1,0,1,1,6.7,2017-07-03,2024-12-25,Loyal,Medium
CUS0006833,84,Month-to-Month,Fiber Optic,Credit Card (Automatic),105.07,8480.09,1,0,0,0,1,1,0,8.4,2018-01-02,2024-12-05,Loyal,High
CUS0006834,95,Month-to-Month,Fiber Optic,Mailed Check,102.37,9842.14,1,0,0,0,1,1,0,7.8,2017-02-01,2024-12-18,Loyal,High
CUS0006835,100,One Year,No Internet,Electronic Check,26.66,2681.25,1,1,1,0,1,1,0,9.9,2016-09-01,2024-12-22,Loyal,Medium
CUS0006836,100,Two Year,DSL,Electronic Check,55.22,5328.73,0,0,1,0,0,0,0,9.2,2016-09-01,2024-12-15,Loyal,Medium
CUS0006837,100,Month-to-Month,No Internet,Bank Transfer (Automatic),37.69,3816.02,0,1,0,0,1,0,0,7.7,2016-09-01,2024-12-08,Loyal,Medium
CUS0006838,99,Month-to-Month,Fiber Optic,Credit Card (Automatic),76.89,7757.75,1,0,0,1,1,0,0,8.4,2016-10-02,2024-12-13,Loyal,Medium
CUS0006839,73,Two Year,DSL,Bank Transfer (Automatic),55.23,4031.19,0,1,0,1,1,1,0,8.1,2018-12-02,2024-12-13,Loyal,Low
CUS0006840,91,One Year,DSL,Mailed Check,53.1,4870.07,0,0,1,0,0,0,0,10.0,2017-06-02,2024-12-17,Loyal,Medium
CUS0006841,100,Two Year,Fiber Optic,Electronic Check,99.95,10382.23,0,1,0,0,0,0,0,10.0,2016-09-01,2024-12-10,Loyal,Medium
CUS0006842,99,Month-to-Month,DSL,Electronic Check,63.34,6394.63,0,0,1,0,0,0,1,5.7,2016-10-02,2024-12-11,Loyal,High
CUS0006843,92,Month-to-Month,DSL,Electronic Check,50.82,4865.24,0,0,0,0,1,0,0,10.0,2017-05-03,2024-12-21,Loyal,High
CUS0006844,89,Month-to-Month,DSL,Mailed Check,51.5,4607.49,1,0,0,0,0,0,1,8.2,2017-08-02,2024-12-10,Loyal,Medium
CUS0006845,77,Month-to-Month,DSL,Electronic Check,43.6,3248.04,0,0,1,1,0,1,0,9.5,2018-08-03,2024-12-18,Loyal,High
CUS0006846,98,One Year,Fiber Optic,Bank Transfer (Automatic),106.62,10183.67,0,0,0,0,0,1,0,10.0,2016-11-01,2024-12-29,Loyal,Medium
CUS0006847,75,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),79.23,5749.97,0,0,0,1,1,1,1,5.9,2018-10-02,2024-12-29,Loyal,Medium
CUS0006848,74,Month-to-Month,DSL,Credit Card (Automatic),54.07,3935.26,1,1,1,0,0,0,1,9.5,2018-11-02,2024-12-08,Loyal,Medium
CUS0006849,75,Two Year,No Internet,Electronic Check,58.88,4406.08,1,0,0,1,1,0,0,10.0,2018-10-02,2024-12-11,Loyal,Low
CUS0006850,80,Month-to-Month,Fiber Optic,Credit Card (Automatic),119.26,9307.94,0,1,1,0,0,0,0,9.9,2018-05-03,2024-12-25,Loyal,High
CUS0006851,88,One Year,Fiber Optic,Bank Transfer (Automatic),119.33,10475.45,0,1,0,0,1,1,1,10.0,2017-09-02,2025-01-01,Loyal,Medium
CUS0006852,78,Month-to-Month,DSL,Mailed Check,48.93,3764.77,0,1,1,0,0,1,0,9.1,2018-07-03,2024-12-22,Loyal,Medium
CUS0006853,85,Two Year,DSL,Credit Card (Automatic),71.65,6123.96,0,0,1,0,1,1,1,6.7,2017-12-02,2024-12-21,Loyal,Low
CUS0006854,95,Month-to-Month,DSL,Bank Transfer (Automatic),71.28,6723.19,0,1,0,0,1,0,0,10.0,2017-02-01,2024-12-06,Loyal,Medium
CUS0006855,100,One Year,Fiber Optic,Mailed Check,82.13,8158.87,0,0,1,1,1,1,0,10.0,2016-09-01,2024-12-12,Loyal,Medium
CUS0006856,94,Month-to-Month,DSL,Electronic Check,54.83,5149.19,0,1,0,0,1,1,1,6.7,2017-03-03,2024-12-02,Loyal,High
CUS0006857,94,Month-to-Month,DSL,Credit Card (Automatic),76.52,7543.8,0,1,1,0,1,1,0,8.4,2017-03-03,2024-12-07,Loyal,Medium
CUS0006858,88,One Year,DSL,Bank Transfer (Automatic),77.91,6894.85,0,0,0,1,1,1,0,8.7,2017-09-02,2024-12-23,Loyal,Medium
CUS0006859,100,Month-to-Month,DSL,Bank Transfer (Automatic),72.91,7453.84,0,0,1,0,1,1,0,9.7,2016-09-01,2024-12-15,Loyal,Medium
CUS0006860,88,Month-to-Month,DSL,Electronic Check,41.0,3577.96,0,0,1,1,0,0,0,5.3,2017-09-02,2024-12-16,Loyal,High
CUS0006861,75,Two Year,No Internet,Bank Transfer (Automatic),44.47,3277.17,0,1,1,1,0,0,0,10.0,2018-10-02,2024-12-21,Loyal,Low
CUS0006862,100,Two Year,DSL,Electronic Check,48.19,5019.75,0,1,1,1,0,1,0,7.5,2016-09-01,2024-12-10,Loyal,Low
CUS0006863,85,Month-to-Month,DSL,Credit Card (Automatic),52.86,4601.99,0,0,0,0,1,1,0,6.1,2017-12-02,2024-12-29,Loyal,Medium
CUS0006864,86,Month-to-Month,Fiber Optic,Electronic Check,82.52,7155.22,1,1,0,0,0,0,0,9.4,2017-11-02,2024-12-31,Loyal,High
CUS0006865,80,Month-to-Month,Fiber Optic,Credit Card (Automatic),124.99,9835.64,1,0,0,0,1,1,1,7.7,2018-05-03,2024-12-04,Loyal,High
CUS0006866,84,Month-to-Month,No Internet,Credit Card (Automatic),63.33,5190.91,1,0,0,0,1,0,0,7.7,2018-01-02,2024-12-27,Loyal,Medium
CUS0006867,95,Two Year,DSL,Credit Card (Automatic),80.47,7455.12,0,1,0,0,0,1,0,8.0,2017-02-01,2024-12-17,Loyal,Medium
CUS0006868,95,One Year,DSL,Credit Card (Automatic),75.85,7208.44,0,1,1,0,0,0,0,8.5,2017-02-01,2024-12-28,Loyal,Medium
CUS0006869,94,Month-to-Month,DSL,Electronic Check,50.73,4947.36,0,0,1,0,0,0,0,8.8,2017-03-03,2024-12-06,Loyal,High
CUS0006870,93,Two Year,Fiber Optic,Electronic Check,105.65,10199.85,0,1,1,0,0,1,0,9.5,2017-04-03,2024-12-10,Loyal,Medium
CUS0006871,98,One Year,No Internet,Bank Transfer (Automatic),24.56,2465.85,0,0,1,0,1,0,0,8.9,2016-11-01,2024-12-09,Loyal,Medium
CUS0006872,80,One Year,DSL,Mailed Check,57.36,4608.3,0,0,1,0,0,1,0,10.0,2018-05-03,2024-12-09,Loyal,Medium
CUS0006873,93,Month-to-Month,DSL,Bank Transfer (Automatic),73.04,6612.65,0,0,0,1,1,0,0,10.0,2017-04-03,2024-12-19,Loyal,Medium
CUS0006874,97,Month-to-Month,Fiber Optic,Credit Card (Automatic),67.96,6578.18,1,1,1,1,1,0,0,10.0,2016-12-02,2024-12-29,Loyal,Medium
CUS0006875,81,One Year,DSL,Mailed Check,43.68,3606.97,0,0,1,0,1,1,0,9.9,2018-04-03,2024-12-24,Loyal,Medium
CUS0006876,73,Month-to-Month,Fiber Optic,Mailed Check,84.03,6192.48,0,1,1,1,1,1,1,7.0,2018-12-02,2024-12-13,Loyal,Medium
CUS0006877,78,Month-to-Month,DSL,Bank Transfer (Automatic),59.67,4660.79,0,1,0,0,0,1,0,8.9,2018-07-03,2024-12-26,Loyal,Medium
CUS0006878,95,Month-to-Month,DSL,Bank Transfer (Automatic),83.63,7887.82,0,0,0,0,1,0,0,9.0,2017-02-01,2024-12-26,Loyal,High
CUS0006879,91,Month-to-Month,Fiber Optic,Mailed Check,86.04,8027.35,0,1,0,0,1,1,0,10.0,2017-06-02,2024-12-29,Loyal,High
CUS0006880,95,Month-to-Month,DSL,Credit Card (Automatic),59.38,5834.16,0,0,0,0,0,1,0,6.7,2017-02-01,2024-12-03,Loyal,Medium
CUS0006881,83,One Year,Fiber Optic,Credit Card (Automatic),77.4,6567.4,0,1,1,0,1,0,0,9.1,2018-02-01,2024-12-05,Loyal,Medium
CUS0006882,83,Month-to-Month,No Internet,Credit Card (Automatic),66.53,5763.81,1,0,1,0,1,1,0,9.6,2018-02-01,2024-12-20,Loyal,Medium
CUS0006883,95,Month-to-Month,DSL,Credit Card (Automatic),75.32,7355.66,0,0,1,1,0,1,0,10.0,2017-02-01,2024-12-26,Loyal,Medium
CUS0006884,85,One Year,Fiber Optic,Bank Transfer (Automatic),62.72,5304.87,1,0,0,0,1,1,0,8.2,2017-12-02,2024-12-18,Loyal,Medium
